,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,batSong,userID,lang,timeEnd,timeBegin,sequenceTrials,nodeIndex,tIndex,studyID,uniqueID,offset,nChanges,initialOffset,performance,infoUser,study_result,comp_result,view_history,success,timeout,failed_images,failed_audio,failed_video,rtAudio,baseLatencyBegin,baseLatencyEnd,outputLatencyBegin,outputLatencyEnd,question_order,userIDAlicia
12,2055,,{'Q0': 3},survey-likert,12.0,189932.0,0.0-0.0-12.0,,148,fi,1751209800825.0,1751209610300.0,"bat,tapping",3,0,m12,null,,,,,,33904,data.txt,,,,,,,,,,,,[0],
0,5525.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,5528.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,m12_100,fi,1743268769081.0,1743268747541.0,"tapping,bat",3,5,m12,null,,,,,,24349,data.txt,,,,,,,,,,,,,
1,12367.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,17898.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,m12_100,fi,1743268769081.0,1743268747541.0,"tapping,bat",3,5,m12,null,4.0,2.0,6.0,,,24349,data.txt,,,,,,,,,,,,,
2,1723.0,,{'Q0': 4},survey-likert,2.0,19624.0,0.0-0.0-2.0,,m12_100,fi,1743268769081.0,1743268747541.0,"tapping,bat",3,5,m12,null,,,,,,24349,data.txt,,,,,,,,,,,,[0],
3,1570.0,,{'Q0': 2},survey-likert,3.0,21196.0,0.0-0.0-3.0,,m12_100,fi,1743268769081.0,1743268747541.0,"tapping,bat",3,5,m12,null,,,,,,24349,data.txt,,,,,,,,,,,,[0],
0,30792.0,,,instructions,0.0,30796.0,0.0-0.0-0.0,,m12_100,fi,1743948814930.0,1743948783889.0,"tapping,bat",0.0,0.0,m12,null,,,,,,25406,data.txt,"[{'page_index': 0, 'viewing_time': 30791}]",,,,,,,,,,,,
0,3588.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,3593.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/eclecticElectric/eclecticElectricModifiedLow.mp3,148,fi,1751209608857.0,1751209573123.0,"bat,tapping",2,7,m12,null,,,,,,33903,data.txt,,,,,,,,,,,,,
1,28779.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,32374.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/eclecticElectric/eclecticElectricModifiedLow.mp3,148,fi,1751209608857.0,1751209573123.0,"bat,tapping",2,7,m12,null,0.0,5.0,1.0,,,33903,data.txt,,,,,,,,,,,,,
2,1591.0,,{'Q0': 3},survey-likert,2.0,33969.0,0.0-0.0-2.0,,148,fi,1751209608857.0,1751209573123.0,"bat,tapping",2,7,m12,null,,,,,,33903,data.txt,,,,,,,,,,,,[0],
3,1301.0,,{'Q0': 2},survey-likert,3.0,35276.0,0.0-0.0-3.0,,148,fi,1751209608857.0,1751209573123.0,"bat,tapping",2,7,m12,null,,,,,,33903,data.txt,,,,,,,,,,,,[0],
0,4232.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,4235.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/eclecticElectric/eclecticElectricModifiedLow.mp3,142,fi,1759328807341.0,1759328785874.0,"tapping,bat",3,7,m12,null,,,,,,37792,data.txt,,,,,,,,,,,,,
1,12241.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,16480.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/eclecticElectric/eclecticElectricModifiedLow.mp3,142,fi,1759328807341.0,1759328785874.0,"tapping,bat",3,7,m12,null,4.0,1.0,5.0,,,37792,data.txt,,,,,,,,,,,,,
2,2998.0,,{'Q0': 3},survey-likert,2.0,19490.0,0.0-0.0-2.0,,142,fi,1759328807341.0,1759328785874.0,"tapping,bat",3,7,m12,null,,,,,,37792,data.txt,,,,,,,,,,,,[0],
3,1751.0,,{'Q0': 2},survey-likert,3.0,21242.0,0.0-0.0-3.0,,142,fi,1759328807341.0,1759328785874.0,"tapping,bat",3,7,m12,null,,,,,,37792,data.txt,,,,,,,,,,,,[0],
0,2926.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,2932.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,112,fi,1751558560678.0,1751558520911.0,"bat,tapping",2,3,m12,null,,,,,,34117,data.txt,,,,,,,,,,,,,
1,32207.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,35142.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,112,fi,1751558560678.0,1751558520911.0,"bat,tapping",2,3,m12,null,0.0,7.0,1.0,,,34117,data.txt,,,,,,,,,,,,,
2,2289.0,,{'Q0': 2},survey-likert,2.0,37443.0,0.0-0.0-2.0,,112,fi,1751558560678.0,1751558520911.0,"bat,tapping",2,3,m12,null,,,,,,34117,data.txt,,,,,,,,,,,,[0],
3,1911.0,,{'Q0': 2},survey-likert,3.0,39357.0,0.0-0.0-3.0,,112,fi,1751558560678.0,1751558520911.0,"bat,tapping",2,3,m12,null,,,,,,34117,data.txt,,,,,,,,,,,,[0],
0,1458,,,instructions,0.0,1462.0,0.0-0.0-0.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,"[{'page_index': 0, 'viewing_time': 1456}]",,,,,,,,,,,,
1,,,,preload,1.0,2893.0,0.0-0.0-1.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,True,False,[],[],[],,,,,,,
2,8874,,,instructions,2.0,11768.0,0.0-0.0-2.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,"[{'page_index': 0, 'viewing_time': 3397}, {'page_index': 1, 'viewing_time': 3331}, {'page_index': 2, 'viewing_time': 2146}]",,,,,,,,,,,,
3,"[8631.999999999998, 9186.666666666668, 9840, 10367.999999999998, 10928, 11402.666666666664, 11938.666666666666, 12448, 12992, 13474.666666666664, 13960, 14439.999999999998, 14954.666666666664, 15474.666666666664, 15968, 16442.666666666664, 16919.999999999996, 17362.666666666664, 17786.666666666664, 18279.999999999996, 18776, 19234.666666666664, 19720, 20194.666666666668, 20672, 21138.666666666668, 21592.000000000004, 22042.666666666664, 22535.999999999996, 23010.666666666668, 23440, 23970.666666666664, 24440, 24914.666666666664, 25418.666666666664, 25866.666666666664, 26362.666666666664, 26831.999999999996, 27290.666666666664, 27784.000000000004, 28266.666666666668, 28727.999999999996, 29194.666666666668, 29696]",./songs/movementTapAudio/silence.wav,0,audio-button-response,3.0,41957.0,0.0-0.0-3.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,"[8633, 9187.799999952316, 9840.099999904633, 10365, 10925.599999904633, 11403.099999904633, 11938.599999904633, 12447, 12990.299999952316, 13475.400000095367, 13959.799999952316, 14437.900000095367, 14955, 15472.900000095367, 15967.400000095367, 16442.200000047684, 16919.400000095367, 17362.099999904633, 17788.200000047684, 18281.099999904633, 18774.400000095367, 19234.099999904633, 19718.5, 20194.799999952316, 20669.099999904633, 21139.299999952316, 21590.5, 22042.099999904633, 22534.5, 23012.5, 23437.599999904633, 23971.799999952316, 24440.5, 24916.5, 25417.900000095367, 25869, 26362.200000047684, 26832.700000047684, 27289.5, 27782.099999904633, 28266.900000095367, 28726.599999904633, 29195.400000095367, 29695.900000095367]",0.004,0.004,0.024,0.024,,
4,,,,html-button-response,4.0,44961.0,0.0-0.0-4.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,,,,,,,
5,4095,,{'Q0': 4},survey-likert,5.0,49061.0,0.0-0.0-5.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,,,,,,[0],
6,19083,,,instructions,6.0,68145.0,0.0-0.0-6.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,"[{'page_index': 0, 'viewing_time': 2818}, {'page_index': 1, 'viewing_time': 8864}, {'page_index': 2, 'viewing_time': 7399}]",,,,,,,,,,,,
7,"[599.9999999999943, 949.3333333333283, 1357.3333333333294, 1789.3333333333317, 2263.999999999996, 2677.3333333333226, 3069.333333333333, 3615.9999999999995, 4053.3333333333276, 4488, 4957.333333333324, 5405.333333333331, 5839.999999999989, 6333.3333333333285, 6781.333333333322, 7207.999999999998, 7645.333333333327, 8111.9999999999945, 8581.333333333334, 8997.33333333333, 9488, 9949.333333333328, 10375.99999999999, 10855.999999999995, 11261.333333333327, 11735.999999999989, 12175.999999999987, 12613.33333333333, 13079.999999999998, 13573.333333333323, 13997.33333333333, 14423.999999999993, 14893.33333333333, 15349.333333333334, 15791.999999999987, 16453.333333333332, 17095.99999999999, 17775.999999999996, 18349.333333333336, 18957.333333333325, 19557.333333333332, 20183.999999999996, 20751.999999999996, 21327.99999999999, 21943.99999999999, 22519.999999999996, 23117.33333333332, 23647.999999999996, 24333.33333333333, 24901.333333333325, 25495.999999999996, 26135.999999999996, 26711.99999999999, 27319.999999999993, 27952, 28509.333333333332, 29119.99999999999, 29661.333333333332, 30336, 30896, 31517.333333333325, 32117.33333333332, 32757.33333333332, 33343.99999999999, 33919.999999999985, 34527.99999999999, 35125.33333333333, 35725.33333333332, 36781.33333333332, 37461.33333333333, 38221.333333333336, 38863.99999999999, 39640, 40381.33333333333, 41119.99999999999, 41869.33333333333, 42621.33333333333, 43397.33333333332, 44157.33333333333, 44909.33333333332, 45645.33333333333, 46397.33333333332, 47173.33333333333, 48000, 48613.33333333333, 49367.99999999999, 50167.99999999999, 50861.333333333336, 51679.99999999999, 52399.99999999999, 53104, 53829.33333333332, 54663.999999999985, 55399.99999999999, 56135.99999999999, 56887.99999999999, 57663.999999999985, 58349.333333333336, 59133.33333333333, 59904, 60645.33333333333, 61448.00000000001, 62341.33333333332]",./songs/movementTapAudio/modifiedAudio/name__11 - metronome_const_tempo__stretchfactor__0_75188__1__1_25.mp3,0,audio-button-response,7.0,131148.0,0.0-0.0-7.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,"[689.2000000476837, 1034.5, 1444.6000001430511, 1878.2000000476837, 2353.600000143051, 2763.100000143051, 3155.7000000476837, 3706.5, 4140.700000047684, 4575.600000143051, 5045, 5493.5, 5927.900000095367, 6420.300000190735, 6871.200000047684, 7297.800000190735, 7731.900000095367, 8199.200000047684, 8667, 9085.600000143051, 9577, 10036.200000047684, 10462.700000047684, 10946.400000095367, 11347.700000047684, 11822.800000190735, 12265.600000143051, 12699.900000095367, 13168.800000190735, 13660.5, 14085.5, 14511.300000190735, 14978.900000095367, 15438, 15880.700000047684, 16539.5, 17184.60000014305, 17866.60000014305, 18437, 19044.300000190735, 19645.60000014305, 20271.5, 20839.700000047684, 21415.800000190735, 22033.10000014305, 22609.700000047684, 23203.200000047684, 23736.60000014305, 24421.5, 24989.300000190735, 25582.900000095367, 26224.400000095367, 26801.10000014305, 27410.400000095367, 28039, 28596.400000095367, 29207.200000047684, 29750.300000190735, 30424.700000047684, 30985, 31603, 32204.400000095367, 32846.90000009537, 33431.5, 34009, 34617.300000190735, 35211.90000009537, 35811.40000009537, 36869.10000014305, 37547.800000190735, 38307.5, 38951.10000014305, 39727.10000014305, 40470.700000047684, 41207.700000047684, 41957.300000190735, 42709.300000190735, 43486, 44245.300000190735, 44994.800000190735, 45733.300000190735, 46484.700000047684, 47261.10000014305, 48088.5, 48698.800000190735, 49458.300000190735, 50257.200000047684, 50950.300000190735, 51769.40000009537, 52486.800000190735, 53192.700000047684, 53915.60000014305, 54753.800000190735, 55489.800000190735, 56224, 56975.700000047684, 57751.800000190735, 58437, 59219.60000014305, 59990.700000047684, 60733.300000190735, 61534.90000009537, 62427.700000047684]",0.004,0.004,0.024,0.024,,
8,,,,html-button-response,8.0,134152.0,0.0-0.0-8.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,,,,,,,
9,6063,,{'Q0': 4},survey-likert,9.0,140218.0,0.0-0.0-9.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,,,,,,[0],
10,4153,,,instructions,10.0,144373.0,0.0-0.0-10.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,"[{'page_index': 0, 'viewing_time': 2142}, {'page_index': 1, 'viewing_time': 2010}]",,,,,,,,,,,,
11,"[882.6666666666654, 1650.666666666666, 2223.9999999999895, 2816.0000000000027, 3450.666666666649, 4034.6666666666524, 4634.666666666646, 5239.999999999981, 5864.000000000005, 6455.999999999989, 7039.999999999992, 7658.666666666648, 8304.000000000002, 8927.999999999996, 9512, 10090.666666666664, 10632.000000000005, 11274.66666666666, 11834.666666666664, 12426.666666666648, 13018.66666666666, 13591.999999999985, 14239.99999999998, 14866.666666666646, 15458.666666666659, 16066.666666666662, 16711.99999999999, 17314.666666666653, 17888.000000000004, 18498.66666666665, 19082.666666666653, 19674.666666666668, 20274.66666666666, 20826.666666666653, 21386.666666666657, 21754.66666666665, 22138.666666666664, 22536, 22768, 23010.66666666665, 23210.666666666668, 23512, 23746.66666666667, 23962.66666666665, 24232, 24439.999999999996, 24682.66666666665, 24906.666666666668, 25232, 25376.000000000004, 25538.66666666667, 25775.99999999998, 26007.99999999998, 26242.66666666665, 26410.666666666657, 26626.666666666664, 26818.66666666667, 27010.66666666665, 27202.666666666657, 27386.666666666657, 27615.999999999985, 27831.999999999993, 28087.999999999993, 28410.666666666657, 28599.999999999993, 28874.666666666657, 29039.999999999993, 29359.999999999985, 29615.999999999985, 29850.666666666653, 30250.66666666666, 30698.666666666668, 31135.999999999996, 31618.666666666657, 32072.000000000004, 32527.999999999993, 33007.99999999998, 33440, 33922.66666666666, 34343.99999999999, 34783.99999999999, 35258.66666666667, 35682.66666666665, 36194.66666666665, 36879.99999999999, 37672, 38383.999999999985, 39151.999999999985, 39850.66666666666, 40626.666666666664, 41418.666666666664, 42162.666666666664, 42906.666666666664, 43666.66666666666, 44410.66666666666, 45186.666666666664, 45976, 46754.66666666665, 47567.999999999985, 47943.999999999985, 48370.666666666664, 49055.999999999985, 49440, 49855.99999999999, 50602.666666666664, 51416, 52144.00000000001, 52858.666666666664, 53703.99999999998, 54423.99999999998, 55175.999999999985, 55943.999999999985, 56738.66666666666, 57471.99999999998, 58266.66666666665, 59015.99999999999, 59722.66666666667, 60567.999999999985, 61295.99999999999, 62048, 62792]",./songs/movementTapAudio/modifiedAudio/name__7 - El Pesebre - Afrosound__stretchfactor__0_97__0_72932__1_2125.mp3,0,audio-button-response,11.0,207376.0,0.0-0.0-11.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,"[885.7000000476837, 1654.5999999046326, 2223.2999999523163, 2816.399999856949, 3450.5, 4035.7000000476837, 4636.899999856949, 5239.700000047684, 5864.399999856949, 6457.299999952316, 7042.099999904633, 7661, 8303.299999952316, 8929.299999952316, 9514.099999904633, 10091.899999856949, 10633.599999904633, 11275.799999952316, 11836.5, 12429.099999904633, 13021.700000047684, 13591.099999904633, 14241.200000047684, 14868.399999856949, 15462.399999856949, 16069.799999952316, 16713, 17315, 17890.099999904633, 18499.5, 19084.099999904633, 19677.700000047684, 20277.599999904633, 20829.299999952316, 21388.89999985695, 21757.89999985695, 22141.599999904633, 22534.89999985695, 22770.799999952316, 23012.099999904633, 23212.299999952316, 23513.099999904633, 23747.599999904633, 23966.5, 24231.599999904633, 24440.39999985695, 24683, 24908.599999904633, 25231.700000047684, 25376.599999904633, 25542.5, 25776.799999952316, 26010.5, 26244.599999904633, 26411, 26628.599999904633, 26820.39999985695, 27012.5, 27204.599999904633, 27388.39999985695, 27616.099999904633, 27831.39999985695, 28090.299999952316, 28413.599999904633, 28599.5, 28875.099999904633, 29042.099999904633, 29359.39999985695, 29618.299999952316, 29852.5, 30252.299999952316, 30701.099999904633, 31135.700000047684, 31619.5, 32070.700000047684, 32530.200000047684, 33007.09999990463, 33440.39999985695, 33924.700000047684, 34342.799999952316, 34785.09999990463, 35262.39999985695, 35686.09999990463, 36196.39999985695, 36880.299999952316, 37672.799999952316, 38383, 39151.39999985695, 39853.200000047684, 40629, 41422.09999990463, 42165.89999985695, 42907.89999985695, 43668.09999990463, 44411.59999990463, 45188.59999990463, 45974.799999952316, 46757.200000047684, 47569.299999952316, 47945.59999990463, 48371.39999985695, 49055.200000047684, 49440.09999990463, 49857.5, 50606.39999985695, 51416.09999990463, 52143.5, 52862, 53705.09999990463, 54424.39999985695, 55174.799999952316, 55944.39999985695, 56738.799999952316, 57472.89999985695, 58267.09999990463, 59017.59999990463, 59724.89999985695, 60570.299999952316, 61297.799999952316, 62049.299999952316, 62792.89999985695]",0.004,0.004,0.024,0.024,,
12,2683,,{'Q0': 3},survey-likert,12.0,210063.0,0.0-0.0-12.0,,m12_100,fi,1743949047792.0,1743948837542.0,"tapping,bat",2,0,m12,null,,,,,,25408,data.txt,,,,,,,,,,,,[0],
0,4006.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,4011.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,m12_100,fi,1754493608973.0,1754493548662.0,"bat,tapping",2,5,m12,null,,,,,,36823,data.txt,,,,,,,,,,,,,
1,50174.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,54187.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,m12_100,fi,1754493608973.0,1754493548662.0,"bat,tapping",2,5,m12,null,0.0,13.0,3.0,,,36823,data.txt,,,,,,,,,,,,,
2,2896.0,,{'Q0': 3},survey-likert,2.0,57088.0,0.0-0.0-2.0,,m12_100,fi,1754493608973.0,1754493548662.0,"bat,tapping",2,5,m12,null,,,,,,36823,data.txt,,,,,,,,,,,,[0],
3,2681.0,,{'Q0': 2},survey-likert,3.0,59777.0,0.0-0.0-3.0,,m12_100,fi,1754493608973.0,1754493548662.0,"bat,tapping",2,5,m12,null,,,,,,36823,data.txt,,,,,,,,,,,,[0],
0,5869.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,5872.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,m12_100,fi,1743268701010.0,1743268677026.0,"tapping,bat",3,3,m12,null,,,,,,24347,data.txt,,,,,,,,,,,,,
1,14369.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,20244.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,m12_100,fi,1743268701010.0,1743268677026.0,"tapping,bat",3,3,m12,null,5.0,3.0,1.0,,,24347,data.txt,,,,,,,,,,,,,
2,1778.0,,{'Q0': 3},survey-likert,2.0,22027.0,0.0-0.0-2.0,,m12_100,fi,1743268701010.0,1743268677026.0,"tapping,bat",3,3,m12,null,,,,,,24347,data.txt,,,,,,,,,,,,[0],
3,1705.0,,{'Q0': 1},survey-likert,3.0,23735.0,0.0-0.0-3.0,,m12_100,fi,1743268701010.0,1743268677026.0,"tapping,bat",3,3,m12,null,,,,,,24347,data.txt,,,,,,,,,,,,[0],
0,1510.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,1513.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/habstrack_clowns/habstrack_clownsModifiedLow.mp3,m12_100,fi,1744729783769.0,1744729765959.0,"bat,tapping",2,2,m12,null,,,,,,26622,data.txt,,,,,,,,,,,,,
1,12932.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,14446.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/habstrack_clowns/habstrack_clownsModifiedLow.mp3,m12_100,fi,1744729783769.0,1744729765959.0,"bat,tapping",2,2,m12,null,1.0,4.0,1.0,,,26622,data.txt,,,,,,,,,,,,,
2,1778.0,,{'Q0': 3},survey-likert,2.0,16225.0,0.0-0.0-2.0,,m12_100,fi,1744729783769.0,1744729765959.0,"bat,tapping",2,2,m12,null,,,,,,26622,data.txt,,,,,,,,,,,,[0],
3,1225.0,,{'Q0': 3},survey-likert,3.0,17453.0,0.0-0.0-3.0,,m12_100,fi,1744729783769.0,1744729765959.0,"bat,tapping",2,2,m12,null,,,,,,26622,data.txt,,,,,,,,,,,,[0],
0,21590,,,instructions,0.0,21596.0,0.0-0.0-0.0,,142,eng,1755869100917.0,1755868851622.0,"bat,tapping",3,0,m12,null,,,,,,37106,data.txt,"[{'page_index': 0, 'viewing_time': 21588}]",,,,,,,,,,,,
1,,,,preload,1.0,23227.0,0.0-0.0-1.0,,142,eng,1755869100917.0,1755868851622.0,"bat,tapping",3,0,m12,null,,,,,,37106,data.txt,,True,False,[],[],[],,,,,,,
2,18803,,,instructions,2.0,42032.0,0.0-0.0-2.0,,142,eng,1755869100917.0,1755868851622.0,"bat,tapping",3,0,m12,null,,,,,,37106,data.txt,"[{'page_index': 0, 'viewing_time': 12464}, {'page_index': 1, 'viewing_time': 3085}, {'page_index': 2, 'viewing_time': 3253}]",,,,,,,,,,,,
3,"[2519.9999999999995, 3064, 3687.9999999999986, 4263.999999999999, 4855.999999999998, 5416, 6023.999999999997, 6607.999999999997, 7224, 7776, 8367.999999999998, 8919.999999999998, 9488, 10079.999999999998, 10594.666666666664, 11136, 11704, 12263.999999999996, 12856.000000000002, 13432.000000000002, 14031.999999999996, 14576, 15152.000000000002, 15744, 16314.666666666668, 16912, 17503.999999999996, 18074.666666666664, 18634.666666666668, 19186.666666666668, 19794.666666666664, 20378.666666666668, 20962.666666666664, 21530.666666666668, 22122.666666666668, 22690.666666666664, 23266.666666666664, 23832, 24384, 24978.66666666666, 25512, 26088, 26650.666666666664, 27199.999999999996, 27786.666666666668, 28354.666666666668, 28914.66666666666, 29490.66666666666]",./songs/movementTapAudio/silence.wav,0,audio-button-response,3.0,72257.0,0.0-0.0-3.0,,142,eng,1755869100917.0,1755868851622.0,"bat,tapping",3,0,m12,null,,,,,,37106,data.txt,,,,,,,"[2519.7999999523163, 3064.5, 3689.5, 4265.699999928474, 4857.899999976158, 5417.899999976158, 6025.600000023842, 6610, 7226.699999928474, 7777.5, 8369.399999976158, 8920.299999952316, 9487.299999952316, 10080.299999952316, 10597.600000023842, 11139.100000023842, 11705.899999976158, 12265.899999976158, 12859.100000023842, 13433.399999976158, 14034.399999976158, 14575.799999952316, 15152.100000023842, 15743.799999952316, 16319.799999952316, 16913.100000023842, 17503.5, 18079, 18638.600000023842, 19189.299999952316, 19798.5, 20381.299999952316, 20966.5, 21533.5, 22125.799999952316, 22692.600000023842, 23268.299999952316, 23834.899999976158, 24386, 24979.799999952316, 25513.100000023842, 26088.100000023842, 26654.799999952316, 27200, 27791, 28357.5, 28917.100000023842, 29492.100000023842]",0.004,0.004,0.024,0.024,,
